奶茶	奶绿	182674
黄元帅苹果	千禧果	8664
夏威夷贝	扇贝,青口贝,黄贝,夏夷贝,刀贝	85099,5951,523,223,100
包汤	血汤	5128
水揪片	浆水面	697
蒜汁面	油泼面,扯面,棍棍面,炝锅面,裤带面	11522,8947,3598,2221,1775
芹菜汤	豆汤,豆腐汤,酸辣汤,丸子汤,冬瓜汤	59880,48890,17247,14885,11362
安井丸	虾味丸	612
纤排	肋排,汤排	39243,18785
炖鱼	炖肉,东北乱炖,小江鱼	23118,361,0
红干椒	尖椒,青辣椒,葱椒鱼	312631,1996,15
沙面	面粉,阳春面,鱼汤面,黄鱼面,蟹面	132066,4868,1842,1788,885
木姜鸡	辣子鸡丁,宫爆鸡丁	26300,21323
小蟹排	蟹棒,蟹肉棒,蟹足棒,蟹味排,蟹黄包	37020,16635,2517,2121,1128
烤花哈	烤油边,烤大翅	196,81
胡辣汤	糁汤,糊辣汤,撒汤,糊汤面,鸡血汤	1409,496,314,232,202
子饭	排骨饭,叉烧饭,猪脚饭,蒸笼饭,拼鸭饭	125241,39174,31973,1054,1042
子骨	脆骨	179670
柠檬茶	柠檬汁,蜜茶,柚子茶,冬瓜茶	117054,115381,95828,22278
奶黃包	奶黄包,叉烧包,流沙包,核桃包,麦包	24248,19787,15497,6325,4372
牛干	牛腱,牛肝,牛健	35947,10178,1592
牛喉	牛腰,牛心管	4970,3413
明火例汤	老火例汤	705
鱼花	鱼翅	6949
冰捞	牛奶冰,刨冰,绵绵冰,冰粥	27352,24154,18847,12039
冰虾	红虾,青虾,甜虾,北极虾,虾虎	17055,16447,13623,1962,399
冰豆	赤豆糊	506
虾小份	龙虾,小龙虾,基围虾,虾尾,中虾	437837,218450,54943,35743,12846
油滋饼	春饼,葱花饼,家常饼,吊炉饼,糊饼	4594,2506,309,128,115
花哈汤	瘦肉汤,三鲜汤,青菜汤,血汤,鱼头汤	28287,9534,8526,5128,2343
双牛堡	牛肉堡,七虾堡,双鸡堡,烤堡,蟹黄堡	39358,15195,13485,11763,4952
冰水	冰粉,刨冰,蜂蜜水	49995,24154,3664
鱼漂	鲳鱼,秋刀鱼,干鱿鱼,目鱼花,梭子鱼	44651,40649,6208,968,248
鱼签	鱼丸,鱼滑,鱼饺	242046,6524,6006
鱼球	虾球,烤鳗鱼,章鱼烧	58062,8364,8318
蟹羹	酸辣羹,开胃羹,鸡羹糊	416,327,15
炒蛋	炒肉,炒鸡蛋,炒鱿鱼,炒青菜,涨蛋	748040,141281,17124,10875,1836
儿鸡	鸡背	730
儿肠	肥肠,耗儿鱼	323427,13294
酥羊肉	鱼羊鲜,腐乳肉,扒肉条,羊蝎骨	425,332,118,99
炒笋	炒鱿鱼,炒青菜,炒腰花,野笋,烧笋	17124,10875,4237,3024,1676
小白牛	小红茶	210
岩蛙	跳跳蛙	3094
虾圈	鱿鱼圈,蝴蝶虾,鲜虾脆,芙蓉虾,虾串	21753,5972,2794,2589,2534
皮鸡饭	炸鸡,脆皮鸡,烤肉饭,鸡排饭	352513,282697,139141,135196
椰丝卷	奶卷,虎皮卷	4068,1060
咖喱饭	焗饭,扒饭,蛋包饭,卷饭,酱饭	116208,82240,46663,16064,14182
螺酱	花螺,辣螺,角螺	15582,10555,826
荔枝茶	洛神花茶	5892
大鹅炖	炖排骨,炖肉,炖牛肉,炖鱼,东北乱炖	36186,23118,8905,6026,361
蒸饺	水饺,饺子,煎饺,汤饺,鲜饺	803202,246305,75128,27136,9441
油泼面	削面,刀削面,凉面,炸酱面,凉拌面	168025,163091,86532,80841,19897
芒椰	芒果冰,芒果爽	32726,3019
毛豆结	豆笋,糟毛豆	3073,501
猪板筋	猪大肠,咸猪肉	12140,381
鸽子汤	排骨汤,乌鸡汤,老鸭汤,骨头汤,猪肺汤	132417,78140,68416,12526,4239
牛肉汤	牛腩面,牛骨,牛骨汤,牛筋汤,鸭肉汤	22463,19289,4075,1251,709
大用	鸡大腿,鸡大胸	8641,6823
拌蒜	拌银耳,小葱拌豆腐	1151,475
白带鱼	黄鱼,鲈鱼,鲳鱼,大黄鱼,罗非鱼	108422,44766,44651,12889,10027
饸饹面	削面,刀削面,凉拌面,油泼面,扯面	168025,163091,19897,11522,8947
黑鱼	鱼头,鲫鱼,草鱼,鲈鱼,甲鱼	107904,98502,66503,44766,25707
大鳗	鳗鱼饭,活鳗	11160,572
红三鱼	黄鱼,大黄鱼,马鲛鱼,石斑鱼,福寿鱼	108422,12889,8996,6964,6718
姑老肉	咕咾肉	2103
蟹味排	鱼排,蟹棒,豆排,蟹排,蟹肉棒	60647,37020,25941,23493,16635
柚汁	凤梨汁	5716
炸蛎	蛎黄	495
炸脆	炸花	12110
素毛肚	素肚丝,素肚片	297,158
炒茄丁	炒鸡蛋,小炒肉,辣子鸡丁,宫爆鸡丁,鱼香茄子	141281,95328,26300,21323,19844
卤鸭翅	鸭脖,鸭掌,黑鸭,鸭舌,鸭锁骨	199105,128542,126611,80846,66438
扣鱼	鲶鱼,海杂鱼,偏口鱼,晶鱼	11356,2535,1893,936
脆皮鸡	鸡排,炸鸡,鸡排饭,鸡腿肉,鸡扒饭	915116,352513,135196,48182,36372
板肉	牛排肉	983
猪皮	肉皮	47862
面加粉	猪油粉	15
鸡酥	烤鸡,香酥鸡,原味鸡,蜜汁鸡,鸡骨	359840,85413,74662,33060,20054
火汤	排骨汤,鸽汤,萝卜汤,鱼头汤,脊骨汤	132417,7960,7813,2343,851
火灸	火炙虾	214
鸡菇	平菇,海鲜菇,白玉菇,蟹味菇,秀珍菇	44206,19629,15209,15089,6449
鸡花	麦乐鸡	23733
鸡蔬	双鸡堡	13485
瓦灌	瓦罐汤	3039
鸡大	香鸡,童子鸡,芋儿鸡,柴火鸡,跳跳鸡	308065,52682,2245,541,212
汤套	皇汤面	60
馍面	肉菜面	66
桔柠	鲜柠蜜	655
羊杂	羊肉,羊肚,羊肉汤,羊肝,羊血	451940,40347,13766,12440,10755
鸡烧	烧肉,烧鸡,红烧肉,焖鸡	368636,277967,240994,165172
鸡生	鸡腿,鸡排,鸡翅,鸡肉卷,鸡米花	1024004,915116,490792,129771,91063
鸡棍	鸡锁骨	8388
汤排	肋排,猪小排,猪大排	39243,0,0
藤椒鱼	酸菜鱼,水煮鱼,酸汤鱼,酸辣鱼,沸腾鱼	187196,75006,9618,6974,3446
鸡旦	鸡蛋	1782524
肉烧	炒肉,烧肉,红焖肉	748040,368636,5766
鱿米	鱼米花,虾米花	761,288
条鱼	鲫鱼,黑鱼,草鱼,鲤鱼,杂鱼	98502,70156,66503,18840,11996
茶肠	红肠,蒜肠,松花肠	64903,5931,142
薯丸	芋丸,花枝丸	9152,8366
花鸡	土鸡,鸡煲,猪肚鸡,芋儿鸡,土鸡煲	184766,49568,11487,2245,2131
鸭丝	仔姜鸭	1355
炸鸡腿	鸡排,鸡翅,香鸡,鸡柳,鸡米花	915116,490792,308065,284346,91063
凤尾蘑	鲜蘑,金针蘑,滑子蘑	12192,11138,3081
软江叶	红薯叶,莴笋叶,竹叶菜,黄叶菜	9080,1184,1100,172
磨豆腐	烤豆腐	5944
豆杆	豆笋	3073
豆枝	豆腐皮,冻豆腐,炸豆腐	55779,12556,8553
卤肠	卤蛋,卤鸡蛋,卤肉卷,卤干子	121102,12479,4173,745
卤肉	卤蛋,鸡肉饭,牛肉饼,叉烧肉,肉燥	121102,48800,26358,17107,8171
卤鹅	卤鸭,卤鸡,烧鹅,鹅肉,鹅翅	123821,78678,44075,10791,6196
豆糊	玉米糊,赤豆粥	1204,284
炖牛肉	炖排骨,坛肉,红焖肉,汆白肉,川白肉	36186,9096,5766,2312,861
乖鱼	花仙鱼	639
卤水	咸水鸭	2837
扎肠	套肠,小肠卷	1192,337
豆衣	豆芽,豆腐皮,黄豆芽,绿豆芽,老豆腐	181404,55779,46151,44483,37365
豆肝	豆芽,豆腐皮,黄豆粒,豆杆	181404,55779,152,103
大果切	果盘	36724
西葫素	素三鲜	30990
炒牛面	炒泗粉,腌鲜面	107,5
唐杨串	炸串,火龙串,唐杨棒,吉烧大串	9367,1724,114,0
干窝	干锅	306051
蛋角饭	切鸡饭,笋饭,咸鸡饭	17355,2191,1674
脆香骨	香鸡,脆皮鸭,茶香鸡	308065,4600,1026
羊腱	牛腱子,羊腿,腱子肉,羊腩,羊小腿	18683,18039,9302,2402,579
啤酒鸭	土匪鸭	1637
方便粥	菌菇粥,素菜粥	2553,238
蓋饭	茶泡饭,双宝饭	723,255
鲜饭	扒饭,鸡腿饭,鸡肉饭,鸡扒饭,肥牛饭	82240,81192,48800,36372,33788
捞檬粉	意粉,猪肠粉	33218,3741
鲜拌	拌花菜,小葱拌豆腐	727,475
鲜排	腊排	4729
鲜竹	鲜笋	10223
蛇豆	长豇豆	6376
冷饺	鲜饺	9441
狗卷	花卷,春卷	60241,41392
肝面	鸭杂面,鸭仔面,腰肚面,胴骨面	479,110,67,10
骨面	牛肉面,拉面,豚骨,牛腩面,牛肉汤面	634624,344370,152207,22463,19391
虾饭	鸡饭,牛肉饭,鸡排饭,鸡肉饭,鸡扒饭	305189,139893,135196,48800,36372
面饼	菠菜面,蔬菜面,鲍汁面	11554,3606,155
血汤	瘦肉汤,青菜汤,小肠汤,鸭肉汤,杂烩汤	28287,8526,3784,709,657
拉面	拌面,刀削面,乌冬面,捞面,海鲜面	396982,163091,49018,36126,17309
虾炸	甜虾,牡丹虾,甘虾	13623,1413,402
木桶饭	盖饭,盖浇饭,煲仔饭,铁板饭,盖码饭	745755,683053,285119,23859,23542
扁粉	米粉,河粉,汤粉,粉面,牛肉粉	470562,220141,132601,103145,69291
养肾	养颜汤	440
冰汁	雪梨汁,冰粥,炒冰	55519,12039,6677
冰旋	爽冰乐	284
罗汉豆	扁豆,刀豆,长豇豆	59329,11299,6376
海鲈	鲈鱼	44766
猪扒包	鸡扒,鸡扒饭,猪排饭,猪扒饭	109408,36372,30831,25501
炒银芽	炒鸡蛋,炒鱿鱼	141281,17124
翠笋	笋丝,脆笋,油焖笋,脆笋片	49450,41350,1085,580
稀巴烂	酸烂肉	241
咸江蟹	咸鸡,咸水鸭,蟹糊	12470,2837,228
姜肉	黄牛肉	25559
堡面	格格面	30
武昌鱼	黄鱼,鲫鱼,带鱼,黑鱼,小黄鱼	108422,98502,98137,70156,67265
猪扒饭	鸡饭,牛肉饭,鸡排饭,排骨饭,卤肉饭	305189,139893,135196,125241,124370
蠔仔	蚝仔	5116
蟹味卷	蟹棒,蟹排,蟹柳棒,蟹足棒,蟹味排	37020,23493,2538,2517,2121
梅酒	烧酒	19125
梅鱼	黄鱼,鲈鱼,鲳鱼,桂鱼,子鱼	108422,44766,44651,22827,21555
鸡味面	牛肉面,排骨面,卤肉面,大骨面	634624,91944,14855,4267
铁鱼	清蒸鱼,松子鱼,清炖鱼,醋椒鱼	1873,285,275,44
鱼片粥	瘦肉粥,菜粥,鸡粥,鱼粥,鸡丝粥	86580,37807,30668,18272,12218
烤模	烤馍	16219
桃鲜切	鲜果切	18101
烤干	烤虾,干鱿鱼,烤豆腐	10089,6208,5944
果梨	水果茶	115806
汉堡	牛肉堡,鲜虾堡,蛋堡,田园堡,香辣堡	39358,26251,24563,4384,2457
酱汤	酸辣汤,海带汤,泡菜汤,味增汤,牛尾汤	17247,10251,5397,1690,1148
吞沙	双沙卷	12
素卷	肉松卷,香芋卷	11672,3172
姜柠	姜母茶,姜奶	7148,5724
辣丝肉	鱼香肉丝,辣子鸡丁,肉段,木须肉,京酱肉丝	90141,26300,22798,18102,7125
素馍	肉夹馍,白吉馍,菜夹馍,肉加馍,白馍	121139,3545,2285,2093,350
酱肉	香肉,肉丁,煎肉,腌肉,葱花肉	143431,53662,14138,3380,1368
酱饭	拌饭,桶饭,扒饭,蛋包饭,咖喱饭	432950,116384,82240,46663,30649
烤辣	烤鹅	1872
蛋糕卷	糕点,蛋黄酥,虎皮卷	57810,28607,1060
炸翅	鸡翅,烤翅,翅中,翅根,全翅	490792,181418,134064,112069,45126
炸糕	鸡蛋糕,发糕,黑米糕,油炸馍片	6818,6060,930,12
手饭	猪脚饭,切鸡饭,咸鸡饭	31973,17355,1674
炒鲜面	炒圆粉,炒桂粉,炒泗粉	529,127,107
烟干	香干	269272
纯肉	大肉肠	2555
皮旦	皮蛋,海蜇皮	169243,2814
菜小份	凉拌菜	5565
羊葱圈	洋葱圈	71737
籽瓜	梨瓜	1230
紫菜苔	鸡毛菜,红苋菜,奶白菜,快菜,盖菜	16303,12781,7637,4803,3656
猪蹄粥	咸骨粥,香粥,羊肉粥,阿婆粥,小排粥	5266,724,441,3,0
籽排	肋排,猪大排	39243,0
炸肉	肉排,煎肉,滋味肉,炸茄盒,炸鲜磨	38878,14138,918,716,250
炸肠	烤肠,炸鸡排,炸串,纯肉肠,大肉肠	219509,13592,9367,6802,2555
手撒鸡	鸡腿饭,猪手,手撕鸡,辣鸡饭,沙姜鸡	81192,80586,38912,2223,2006
干溜粉	卷粉	14121
沙蛤汤	肉片汤,鸽汤,鱼头汤	24450,7960,2343
爆辣肉	马肉	1155
清汤面	卤面,菜面,米面,牛杂面,素面	57648,54180,49736,15658,10316
猫耳菜	木耳菜,圆生菜,皇帝菜,茼蒿菜,豆芽菜	14968,5976,3309,2776,2141
五柳鱼	松子鱼,五柳蛋,蒸伏鱼	285,72,3
鸡公煲	蔬菜煲	650
肉卷	五花肉,小肉,牛肉串	326174,27509,26436
淡汤	蛋花汤,豆腐汤,紫菜汤,酸辣汤,海带汤	53646,48890,25145,17247,10251
干烂	干锅	306051
干爆	干锅	306051
饭炖	炖汤,芋头饭,钵仔饭	33608,491,229
田虾	青虾	16447
干绍	绍子面	754
面大	卤面,菜面,杂酱面,牛杂面,油泼面	57648,54180,30580,15658,11522
肉蛋	肉肠,肉鸡	136467,56811
肉膜	肉沫,肉末,小碗肉	207724,166118,585
饭中	叉烧饭,猪脚饭,切鸡饭,咸鸡饭,拼鸭饭	39174,31973,17355,1674,1042
肉辣	猪头肉	65479
肉饼	扣肉,肉圆,藕饼,葱花肉,咸猪肉	83190,27994,2325,1368,381
冷面	凉拌面,热面,热汤面,涮面	19897,3747,2988,422
素乱炖	东北乱炖,一锅炖,肉乱炖	361,289,271
份肉	熏肉大饼	1765
炒羔	炒蟹	3518
炒西	西葫芦,炒三素	56005,33
炒腊	腊肉,炒口条	247334,673
粿汁	粿条,粿汤	27970,1747
饺肉	荠菜肉	31708
鸽粥	鸡粥,鱼粥,鱼片粥,蟹粥,海鲜粥	30668,18272,13286,10024,7712
仙草杯	烧仙草	101143
油东菜	菜心,空心菜,苋菜,红苋菜,香麦菜	94484,68843,43231,12781,5933
叉烧饭	烧鸭,鸡腿饭,猪脚饭,切鸡饭,三宝饭	148684,81192,31973,17355,3531
炒大	炒豆子	75
炒山	炒饼,炒剔尖,炒大米	42811,237,0
炒包	炒小瓜,炒小瓜丝	567,45
炒榨	炒泗粉,炒白稞	107,8
炒油	油渣,炒豆子	23912,75
带面	揪面	2498
炒炸	炒肉,炒腰花,炒口条,炒门腔,炒豆子	748040,4237,673,76,75
炒盘	炒豆子,炒小瓜丝	75,45
手撕包菜	花菜,有机菜花,炒青菜,雪菜粉皮	154568,16786,10875,47
沙尖鱼	鲈鱼,桂鱼,多宝鱼,大黄鱼,马鲛鱼	44766,22827,17119,12889,8996
牛雜湯	牛羹面	5
红菜苔	菜心,空心菜,苋菜,红苋菜,红薯叶	94484,68843,43231,12781,9080
蟹母	大闸蟹,螃蟹,河蟹,青蟹,湖蟹	81389,18818,6090,3066,2978
煎肠	烤肠,煎饼果子,炸肠,卤肠	219509,25989,3911,2034
大盘鸡	大骨头,小盘鸡,鸡背,中盘鸡,小盆鸡	8590,4039,730,262,18
蛋面	面粉,面叶	132066,1132
蟹头	香辣蟹	16872
瘦牛肉	牛心管,牛腰子,蒜瓣肉,牛大筋,牛双筋	3413,1295,390,60,24
双筋	羊筋,牛大筋	877,60
双笋	笋干,野笋,笋衣,毛笋,明笋	43379,3024,1377,1329,625
炒心管	护心肉,炒骨,炒鲜边	16500,1628,15
脊排	肋排,猪肋排,净排,猪大排,猪小排	39243,11284,985,0,0
冰鱼	鳕鱼,龙利鱼,鲳鱼,巴沙鱼,青鱼	172704,61941,44651,33380,16451
排骨酥	猪排	134778
鱼咬羊	羊肉片,羊蝎子,肥羊卷	37279,22181,4867
脊肉	肉卷,肉丸子,猪里脊,鸡脯肉	294919,24376,15670,4282
鸡馍	肉夹馍,素馍	121139,159
玉米粥	八宝粥,黑米粥,南瓜粥,紫米粥,燕麦粥	180091,41047,26002,24213,21060
双饼	手抓饼,煎饼果子,灌饼,鸡蛋灌饼,掉渣饼	171126,25989,9235,6552,2562
福面	长寿面	2491
辣凉	凉鸡	1463
水煮鸡	水煮鱼,水煮肉,尖椒鸡	75006,30954,18116
煎包	煎饺,包子,小笼包,生煎,肉包子	75128,74152,48594,35055,15136
黄袍加身	加州卷	7039
蛋牛	煎双蛋,蛋拉粉	1532,205
鸡软	鸡中翅,鸡翅中,鸡尖,鸡脖,鸡脆骨	42153,41433,35663,28765,22243
炝黄瓜	拍黄瓜,拌黄瓜,炝莲菜	34677,23582,196
鲜虾肠	肠粉,拉肠,粉肠粥,斋肠,双蛋肠	120040,3273,2469,1366,1139
凉肘	酱肘花	756
炒攸面	羊杂面,揪面,皮带面,浆水面,白皮面	3271,2498,737,697,537
粉切	濑粉	5308
老火汤	炖汤,瓦罐汤,蒸汤,老火例汤	33608,3039,1005,705
粉线	粉面,粗粉,线面,担担粉,生料粉	103145,15029,7155,447,162
甜糯	糯玉米	22125
虎椒	尖椒,剁椒	312631,91388
鸡什	鸡杂,田鸡	131951,45673
心汤	养颜汤,四物汤	440,271
豚骨面	牛肉面,火鸡面,牛肉汤面,卤肉面	634624,46221,19391,14855
米笋	莴笋,青笋,窝笋片	116146,32839,136
参鸡汤	菌菇汤,牛尾汤,四物汤	3691,1148,271
汤盅	汤饭,乌鸡汤,骨头汤,萝卜汤,血汤	122328,78140,12526,7813,5128
鮟鱇鱼	鱼生,生鱼片	9200,1934
夹牛	夹肠饼	51
苹果卷	加州卷,公主卷,双松卷,吞沙卷,双沙卷	7039,1751,260,94,12
卤翅饭	切鸡饭,咸鸡饭,鸭比饭,鸭仔饭,叉鸡饭	17355,1674,410,303,189
鸡枪	卤鸡,蜜汁鸡,盐鸡,清蒸鸡	78678,33060,12659,1106
肠煲	鸡煲,鱼煲,虾煲,土鸡煲,抓钱煲	49568,13696,9291,2131,52
肉酱面	意面,意大利面,焗面,肉酱饭,番茄面	102691,61610,5687,3439,2569
凉皮	凉面,面皮,擀面皮,凉拌面,米皮	86532,50733,20288,19897,19253
锅饼	砂锅,饼子	430873,13386
糯米糕	绿豆糕,米饺,黄金糕,马拉糕,糖糕	20015,11838,4871,2654,2530
奶大	果奶,奶蜜,雙皮奶	190128,4833,152
龙利鱼	龙虾,鳕鱼,八爪鱼,巴沙鱼,鲷鱼	437837,172704,48460,33380,13198
瓦罐汤	排骨汤,乌鸡汤,炖汤,靓汤,骨头汤	132417,78140,33608,28190,12526
黄玉米	糯玉米	22125
热咖啡	热可可	6708
炝凤尾	炝莲白	405
石丁鱼	鲈鱼,子鱼,蝶鱼,湄公鱼,九肚鱼	44766,21555,2843,1135,816
生蟹	梭蟹	208
糯玉米	黄玉米	10231
香辣蟹	梭子蟹,香辣虾,螃蟹,蟹脚,肉蟹	24704,23844,18818,15245,14024
沙嗲鱼	章鱼足	3857
皮辣	辣糊糊	837
炒砚子	炒腰花,炒口条,炒门腔	4237,673,76
双辣	双交面	26
清蛋	太阳蛋,煎双蛋	8109,1532
筒笋	干笋,腌笋	4339,678
皮汤	骨汤,高汤,清汤面,鸭杂汤,双档汤	265313,21723,3056,631,56
松子鱼	鲈鱼,桂鱼,杂鱼,跳鱼,白鱼	44766,22827,11996,5348,4634
皮粥	蟹粥,黄鳝粥,海蛎粥,鱼头粥,骨腩粥	10024,2314,528,508,435
皮串	牛肉串,小串	26436,3
筋筋面	面皮,擀面皮,皮加面,油丝面	50733,20288,363,153
炒甜笋	笋干,炒青菜,炒腰花,苦笋,野笋	43379,10875,4237,3650,3024
黄乳麻吉烧	蟹黄包,墨鱼烧,蟹黄排,蟹黄棒	1128,1045,410,191
爆珠	爆爆蛋	29372
双酱面	扯面,棍棍面,裤带面,削筋面,饸烙面	8947,3598,1775,1558,1112
汤饼	羊肉汤,羊肠汤	13766,238
单骨	软骨	200071
腊猪肚	腊肉,肚条,野猪肉	247334,25858,1371
土鳝	鳝鱼	16924
土芹	芹菜,药芹,芹芽	324656,1409,187
土蛏	蛏子,海蛏	47211,3710
白粥	瘦肉粥,菜粥,南瓜粥,绿豆粥,鱼片粥	86580,37807,26002,13751,13286
肚利粉	猪脏粉,猪什粉,汤泗粉,三丸粉	326,111,35,0
芥菜头	菜笋,塔菜	23897,2265
单炸	炸串,炸肠,炸鱼丸,炸石蛋	9367,3911,2130,89
汤米	玉米汤,猪什汤,粿汤,胴骨汤	4429,2443,1747,21
磨肉	肉丁,腌肉	53662,3380
什汤	肉丸汤,猪杂汤,及第汤,鸭肉汤,汤桂粉	47909,45047,5985,709,49
什扒	牛仔扒	430
香菜芯	橄榄菜,爽口菜,什锦菜	37570,9147,7507
姜撞奶	姜茶,姜母茶,姜奶,雙皮奶	35626,7148,5724,152
白稞	白粿,煮白果	3318,212
白素	素饼,白馍	3367,350
扇耳菌	卤耳尖	402
心舌肚	舌片	675
鸭胸脯肉	里脊肉,牛肉卷,蟹肉棒,鸭胸肉,鸭脯肉	88380,27796,16635,9520,2036
蛋定	五香蛋	5625
方豆腐	豆皮,豆腐皮,千页豆腐,香豆腐,豆泡	180583,55779,37371,27804,24909
耗鱼	耗儿鱼,藤椒鱼,椒麻鱼,石锅鱼,鲜椒鱼	13294,5302,3360,2796,2171
兔饭	蒸鸭饭	67
角饭	笋饭,咸鸡饭	2191,1674
蛋脯	五柳蛋	72
花肉	酱油肉,咸猪肉,梅干肉	1762,381,86
水豆鼓	豇豆	104756
白茄	白果,白灵菇	23221,431
白葱	大葱,小白菜	125336,78988
芝士条	薯条,虾条	325909,113324
什饭	腊味饭,咸鸡饭	8624,1674
什面	猪什粉,掩面	111,31
什菌	菌菇	100744
笋丁包	菜包,肉包,小笼包,奶黄包,汤包	120434,104550,48594,24248,21388
炸罗根肉	酸烂肉	241
白酱面	意面,意大利面,千层面,通心面,意式面	102691,61610,1394,581,300
爆弹	爆爆蛋	29372
含饭	米饭,白米饭,吊锅饭	800333,6710,488
烧椒面	姜鸭面,勾魂面	706,463
喉骨	棒骨	20601
手撕鸭	卤鸭,香辣鸭,酱鸭,酱香鸭,卤鸭翅	123821,55479,50966,20726,17721
整蛋	黄金蛋,鸭蛋黄	8207,3443
干辣鸡	干溜面,干绍面	350,123
整茄	烤大茄	727
爆面	片面,三鲜面,干挑面,黄鱼面,爆鱼面	38294,7966,2874,1788,1731
拌粉	牛肉粉,凉拌面,卷粉,捞粉,三鲜粉	69291,19897,14121,9314,7341
爆肉	爆三样,马肉	1289,1155
猪柳堡	牛肉堡,烤堡,全虾堡,至尊堡,双牛堡	39358,11763,1077,860,223
炒鸡肚	炒肝,炒口条	2748,673
龙仔饭	茄仔饭	40
蘑炒	滑子蘑	3081
鸡肚煲	猪肚鸡,土鹅煲	11487,18
辛面	海鲜面	17309
笋肉	荠菜肉,三鲜鲜肉,笋包	31708,2474,1074
番茄辣酱	茄酱面	121
鸡肉卷	鸡米花,牛肉堡,手扒鸡,双鸡堡,烤全鸡	91063,39358,14503,13485,6248
唐揚	唐扬块	77
江面	玉带面,长寿面,家常面	2589,2491,1205
骨腩	鱼腩	27387
小油包	油片,小油泡	9506,99
豆腐粉	酸菜粉,肉末粉,豆腐面	21976,6795,2511
秋刀魚	秋刀鱼	40649
杂面	米面,杂酱面,面鱼,素面,扯面	49736,30580,12198,10316,8947
家烧面	粉面,干面,米面,虾面,线面	103145,52387,49736,12898,7155
丸面	罐罐面	4227
塔可卷	加州卷,双松卷,双沙卷	7039,260,12
大波龙	小龙虾,大闸蟹,大龙虾,大明虾,大对虾	218450,81389,12174,2904,19
虎鱼	甲鱼,子鱼,剥皮鱼,白鱼,扒皮鱼	25707,21555,11290,4634,3371
索面	面粉,菜面,米面,三鲜面,线面	132066,54180,49736,7966,7155
红烧鱼	鱼香茄子,糍粑鱼,糖醋鱼,盐鱼,瓦块鱼	19844,6403,4311,2380,2049
宽薯	薯格,薯角,曲薯,格伦薯	61247,8377,2050,1
牛外脊	猪里脊,牛腰	15670,4970
脆辣	连心脆	3856
脆饺	虾饺,蛋饺,脆皮肠,燕饺,虾米饺	29017,26221,23530,20367,4369
脆板	铁板饭	23859
杂煲	鹅煲	1323
小骨饭	鸡饭,烤肉饭,鸡排饭,卤肉饭,鸡腿饭	305189,139141,135196,124370,81192
杂粥	鱼粥,鱼片粥,蟹粥,鲜粥,海鲜粥	18272,13286,10024,9743,7712
杂羔	杂肝汤,杂烩碗	163,12
鲜橙汁	柠檬汁,芒果汁,梨汁,桃汁,葡萄汁	117054,109175,107394,97322,87751
美豆	豆浆,豆脑	211438,817
软哨面	豌杂面,豌豆面,豆花面,绍子面,姜鸭面	5770,1810,1006,754,706
锅巴饭	盖饭,盖浇饭,煲仔饭,回锅肉,木桶饭	745755,683053,285119,236937,111736
浇蛋饭	咖喱饭,亲子饭	30649,539
卤香鸡	香酥鸭	5541
黑麦粉	黑豆	77654
燃饺	担担饺	62
鸭鹅饭	切鸭	7011
美蛙面	牛蛙面	1234
肝饭	鸭翼饭	45
椒面	肉面,牛肉面	714585,634624
香草冰	芒果冰	32726
油焖虾	龙虾,小龙虾,基围虾,虾尾,皮皮虾	437837,218450,54943,35743,31838
豆椒	剁椒	91388
活蟹	大闸蟹,河蟹,青蟹,湖蟹,梭蟹	81389,6090,3066,2978,208
豆粒	扁豆	59329
老姜茶	姜母茶,姜奶,姜撞奶,杏仁茶	7148,5724,3666,3284
豆球	虾球	58062
青菜汤	排骨汤,汤饭,蛋汤,粉丝汤,豆腐汤	132417,122328,101494,51118,48890
焖笋	笋干,毛笋	43379,1329
猪炖	炖牛肉	8905
双层堡	汉堡,虾堡,牛肉堡,鲜虾堡,七虾堡	273095,60055,39358,26251,15195
红蟹子	玉子烧,黑蟹子,绿蟹子	3470,348,306
卷炸串	菜卷,火龙串,炸饼,唐杨串,吉烧大串	27563,1724,1439,59,0
圆汤	汤饺	27136
茄肉	梅菜扣肉,东坡肉,小碗肉	39680,8233,585
肉丸粉	牛丸粉,斋粉,猪丸粉	1834,603,54
卤凤	卤鸡	78678
笋饭	芋头饭,笋板,素浇饭	491,140,22
粥素	南瓜粥,营养粥,棒渣粥,小米粥	26002,1990,109,0
爆鸡饭	牛肉饭,鸡腿饭,鸡肉饭,香菇滑鸡,手撕鸡	139893,81192,48800,42954,38912
菜小份	凉拌菜	5565
火鸡腿	鸭腿肉,鸡背	4273,730
杂广椒	青椒,尖椒	560757,312631
拔鱼	刀鱼,鲅鱼,燕鱼,海杂鱼,瓦块鱼	53784,19401,2541,2535,2049
鸡翅	鸡腿,鸡排,鸡块,香鸡,烤翅	1024004,915116,355475,308065,181418
花椒芽	酱肘花	756
烧肉饭	鸡饭,牛肉饭,排骨饭,鸡腿饭,烧茄子	305189,139893,125241,81192,57166
手杆粉	土豆粉,宽粉,川粉,粉带,紫薯粉	127115,59960,5987,4170,680
熏口条	熏鸡架,熏肚,酱口条	771,289,85
棒冰	冰棒,冰糕	20898,13299
水豆	黄豆粒,炒豆子	152,75
土鹅煲	鸡煲,蟹煲,鱼煲,土鸡煲,抓钱煲	49568,13854,13696,2131,52
鸡饭	焖鸡,牛肉饭,鸡排饭,排骨饭,卤肉饭	165172,139893,135196,125241,124370
